"companyDetails/@type","companyDetails/logo","companyDetails/name","companyDetails/sameAs","datePosted","employerName","employerRating","id","jobDetails","jobLocation/@type","jobLocation/address/@type","jobLocation/address/addressCountry/@type","jobLocation/address/addressCountry/name","jobLocation/address/addressLocality","jobLocation/address/addressRegion","jobLocation/address/postalCode","jobLocation/geo/@type","jobLocation/geo/latitude","jobLocation/geo/longitude","jobTitle","salary/@type","salary/currency","salary/value/@type","salary/value/maxValue","salary/value/minValue","salary/value/unitText","url"
"Organization","https://media.glassdoor.com/sqll/18220/boston-medical-center-squarelogo-1566174337554.png","Boston Medical Center",,"2020-04-10"," Boston Medical Center","3.9","3527123208","Performs a variety of administrative and office support activities to ensure proper functioning of Infectious Diseases. Duties may include, but are not limited to: manage calendars, handle communication, process invoices and personal reimbursements, purchase research and administrative supplies, create spreadsheets, prepare presentation slides, organize office moves, download financial reports, data entry, distribute documents to faculty & staff, facilitate meetings and conferences, and other administrative support functions. The position requires resourcefulness, flexibility, acumen, diplomacy and the ability to take initiative, work independently and handle sensitive information with discretion.ESSENTIAL RESPONSIBILITIES / DUTIES:

Administrative & Office Support

Provide assistance to visitors, patients, faculty and employees in a professional and courteous manner. Acts as a liaison with other departments to ensure efficient communication and timely response to inquiries concerning employee or patient issues.Responsible for screening calls/correspondence as well as responding and/or re-directing to appropriate parties for response.Create Word documents/correspondence, Excel spreadsheets, PowerPoint presentations, and Access databases. Generate, proofread and edit correspondence for content and grammatical correctness.Perform data entry, create and maintain databases; develop related tables and charts.Assist the Administrative Director and Grants Administrators with coordinating confidential personnel-related matters, including but not limited to reimbursement requests, travel arrangements, etc.Coordinate travel and hotel arrangements for faculty and staff. May include communicating travel policy information to traveler if expenses will be reimbursed from a sponsored account.Monitor and maintain inventory of office supplies and equipment. Call for repairs when equipment malfunctions.Communicate facility and housekeeping issues to appropriate departmentAssist research labs with ordering and follow-up.Orient and provide training and supervision to volunteers and student interns.Process incoming and out-going mail, including packages.Plan, organize and coordinate departmental meetings or special events, including reserving conference rooms, sending and tracking invitations, procuring food and beverage and ensuring vendor payment. Set up room and equipment (A/V tech, conference call if necessary, projector, etc.). Prepare agenda, produce and supply materials, record and distribute meeting notes.Provide administrative support to faculty and key departmental leadership including, but not limited to: scheduling meetings, following up on meeting-generated tasks, preparing documents and presentation slides, updating webpage, etc.Must maintain departmental files up-to-date, while ensuring all confidentiality protocols.

Other duties

Adapt to changes in the departmental needs including but not limited to: offering assistance to other team members, providing temporary coverage, adjusting assignments, etc.Provide general clerical support including: filing, photocopying, faxing, preparing and sending bulk mailings and express packages, coordinating conference calls, and maintaining contacts database.Responsible for attending scheduled training sessions, participating in staff meetings/initiatives and becoming knowledgeable of issues discussed.Conform to hospital standards of performance and conduct, including those pertaining to patient rights, so that the best possible customer service and patient care may be provided.Utilize hospitals behavioral standards as the basis for decision-making and to facilitate the hospital and the departments mission.Follow established hospital infection control and safety procedures.Perform other duties as assigned or as necessary.

Must adhere to all of BMCs RESPECT behavioral standards.

EDUCATION/EXPERIENCE:  Minimum of an Associates degree (or equivalent) in Business Administration, Business Management (or related field) plus 1 year related experience (will consider equivalent combination of formal education and experience, i.e. HS/GED plus 3 years related experience). Bachelors degree desirable.

KNOWLEDGE/SKILLS:

Excellent verbal/written English communication skills, including excellent grammatical, editing and proofreading skills.Proficiency with Microsoft Office applications (i.e. MS Word, Excel, Access, PowerPoint, Outlook) and web browsers. Excellent organizational skills, including strong attention to detail and the ability to manage time effectively.Effective interpersonal skills to interact appropriately with all levels of staff and external contacts.Strong problem solving skills.Proven ability to maintain strict confidentiality of all personal/health sensitive information.","Place","PostalAddress","Country","US","Boston","MA",,"GeoCoordinates","42.3583","-71.0603","Administrative Assistant","MonetaryAmount","USD","QuantitativeValue","45092","39137","YEAR","https://www.glassdoor.com/job-listing/administrative-assistant-boston-medical-center-JV_IC1154532_KO0,24_KE25,46.htm?jl=3527123208"
"Organization","https://media.glassdoor.com/sqll/30834/fidelity-talentsource-squarelogo-1579631253252.png","Fidelity TalentSource","www.fidelitytalentsource.com","2020-03-30"," Fidelity TalentSource","3.8","3542550920","Fidelity TalentSource is your destination for discovering your next temporary role at Fidelity Investments. We are currently sourcing for a Compliance Analyst to work at Fidelity in Boston, MA.

Position Description

The Compliance Analyst position, located in the Benefits Consulting group, is responsible for working with clients to complete government Form 5500 filings for DC, DB, and Health & Welfare plans for a book of business consisting mostly of mid-market clients with some large plan clients. The Compliance Analyst works on plans with moderate complexity and is responsible for keeping current with ERISA, DOL. and IRS regulations. This position is also responsible for managing the relationships with clients’ service providers such as auditors, trustees, record keepers and insurance agents. The Compliance Analyst is also responsible for acting as a technical resource for clients, other business associates and various internal business partners.

Primary Responsibilities



	Accurately and efficiently prepare Form 5500 filings and provide related consulting for DB, DC, H&W and Puerto Rico plans for a group of plans which consists mainly of our mid-market client relationships.

Works with minimal supervision and effectively prioritizes workload based upon urgency, product/client importance, client expectations and team goals. 

Develop strong relationships with mid-market profile clients, including their service providers (auditors, recordkeepers, and insurance agents); internal business partners including Managing Directors, Operations Delivery Leaders and Account Managers. 

Act as a resource for questions regarding 5500 services to our internal business partners as well as the Compliance Rep IV. Keep current with ERISA, DOL, and IRS regulations in regards to 5500 reporting. 

Work on special projects.

Expand overall knowledge of the Benefits Consulting Services.

Preparation and follow up of contracts for new 5500 services.

Education and Experience



	Bachelor’s degree preferred with 3 to 5+ years experience in Form 5500 preparation required. 

Skills and knowledge



	Moderate knowledge of Form 5500 reporting and regulations

Experience with qualified retirement plan trust and recordkeeping reporting

Knowledge of qualified retirement plans, ERISA and Internal Revenue Code regulations and administrative best practices Able to apply proficient to in-depth knowledge of primary 5500 concepts, theories, and practices of professional/technical discipline.

Able to analyze information and propose solutions to meet the needs of our internal and external clients.

Strong oral and written communication skills

Strong focus on quality, details, and meeting client expectations

Demonstrate a strong customer service approach

Must be team oriented

Demonstrate a strong customer service approach

Demonstrate strong and effective organizational skills

Ability to balance and prioritize multiple client relationships

Strong PC skills including Microsoft applications.

Company Culture

At Fidelity, you can find it all here. We reward ambitious, passionate individuals with a work environment that fosters diversity, teamwork and collaboration as well as encourages innovative ideas and fresh thinking. We recognize the value that employees’ individual differences can contribute to the bright and strong future of our company.

Company Overview

At Fidelity, we are focused on making our financial expertise broadly accessible and effective in helping people live the lives they want. We are a privately held company that places a high degree of value in creating and nurturing a work environment that attracts the best talent and reflects our commitment to our associates. We are proud of our diverse and inclusive workplace where we respect and value our associates for their unique perspectives and experiences. For information about working at Fidelity, visit FTSJobs.com

Fidelity Investments is an equal opportunity employer.","Place","PostalAddress","Country","US","Boston","MA",,"GeoCoordinates","42.3583","-71.0603","Compliance Analyst - 161616",,,,,,,"https://www.glassdoor.com/job-listing/compliance-analyst-161616-fidelity-talentsource-JV_IC1154532_KO0,25_KE26,47.htm?jl=3542550920"
"Organization","https://media.glassdoor.com/sqll/3276/aquent-squarelogo-1563828672046.png","Aquent","www.aquent.com","2020-04-23"," Aquent","3.9","3539929883","Location: 

 Richmond, VA 23238

Job Terms: 

 Temporary

Salary: 

 $40-46/hour W2 + benefits

Start date: 

 04/27/2020

Posted By: 

 Chelsea Caudill

Date: 

 03/26/2020


Job Description:

 AQUENT is seeking a Product Owner in Richmond, VA who has platform migration experience. This role will be remote for the foreseeable future, and then onsite in Richmond, VA.  This is a ~9 month contract with potential for extension and even conversion. AQUENT offers a W2 hourly pay rate + health benefits, dental, vision, 401K and more. AQUENT & our client are fully ready & capable to enable successful remote work.

For quick apply, email your resume directly to Chelsea Caudill - ccaudill@aquent.com - please include in the subject line: RVA PO.

As the Product Owner you will be responsible for...



	Overseeing the delivery of work across two teams
Responsible for the grooming and delivery of work across two teams. One team is BAU and the other team will be a combination of BAU and features needed for statements modernization
Operating in more technically focused product role, back-end systems, migrating customers from old statements platforms to our client’s new one
Writing user stories 

Driving delivery & timeframe commitments 

Sit with tech teams, write user stories, assist in all aspects of platform migration 

Ensure the successful delivery of product deadlines 

Managing two teams of 5-6 developers + a Scrum Master 

The ideal Product Owner will have...



	At least 3 years of product management, product delivery, project management experience 

We are NOT looking for extensive AGILE / Scrum experience 

Strong delivery experience 

The ability to work autonomously 

A solid understanding of how to best work with technology teams and developers 

A background in platform development or platform products (this is NOT web, mobile, ui)
Exceptionally strong & proactive communication - knowing when to escalate issues, roadblocks or potential missed timelines 

Shows good judgement, decision making abilities, prioritization & problem-solving skills 





 
Client Description:This client puts its money where its mouth is. As a leading financial services and tech company, they’re constantly pushing the envelope to adapt and stay ahead of trends - whether it’s trends in financial products or in the way they treat their customers. Our client sets the bar in customer experience.

Our Talent are working with “best-in-class” global marketing teams on omni-channel campaigns, leveraging innovative technologies to drive customer engagement. AQUENT Talent work alongside full-time employees presenting ideas to stakeholders and influencing business decisions every day.

Working here:



	
You’ll be pushed to bring thoughtful creative and marketing ideas to the table

You’ll be collaborating in an Agile environment to deliver purposeful projects

You’ll be working with a global brand - meeting customers where they live by leveraging AI, ML and VR","Place","PostalAddress","Country","US","Boston","MA",,"GeoCoordinates","42.3583","-71.0603","Sr. UI / Visual Designer",,,,,,,"https://www.glassdoor.com/job-listing/sr-ui-visual-designer-aquent-JV_IC1154532_KO0,21_KE22,28.htm?jl=3539929883"
"Organization","https://media.glassdoor.com/sqll/484830/harvard-medical-school-squarelogo-1389060901926.png","Harvard Medical School",,"2020-04-23"," Harvard Medical School","4.4","3559987676","Back-end Engineer

22-Apr-2020

Auto req ID

50044BR

Job Code

384358 Sys Prog/Analysis/Admin Sr

Location

USA - MA - Boston

Business Title

Back-end Engineer

Sub-Unit



-----------


Appointment End Date

31-Aug-2020

Salary Grade

058

Time Status

Full-time

Union

00 - Non Union, Exempt or Temporary

Basic Qualifications


BA/BS degree in Computer Science or related technical field or equivalent practical experience.Experience in API development, Java and/or C++. Experience with Javascript, AJAX, HTML, and CSS. Experience in web application development.


Additional Qualifications


Master's degree in Computer Science or related technical field.Experience developing user-facing software.Experience with data integrations, MapReduce, API security and integration testing.Familiarity with web stack, including protocols and web server optimization techniques.Experience with software development for healthcare products as well as familiarity with common clinical scenarios, regulatory and quality standards, payer and provider considerations.


Additional Information

This is a 12-month term appointment with the possibility of renewal contingent on funding.

Harvard offers an outstanding benefits package including:

Time Off: 3 - 4 weeks paid vacation, paid holiday break, 12 paid sick days, 11.5 paid holidays, and 3 paid personal days per year.

Medical/Dental/Vision: We offer a variety of excellent medical plans, dental & vision plans, all coverage begins as of your start date.

Retirement: University-funded retirement plan with full vesting after 3 years of service.

Tuition Assistance Program: Competitive tuition assistance program, $40 per class at the Harvard Extension School and discounted options through participating Harvard grad schools.

Transportation: Harvard offers a 50% discounted MBTA pass as well as additional options to assist employees in their daily commute.

Wellness options: Harvard offers programs and classes at little or no cost, including stress management, massages, nutrition, meditation, and complementary health services.

Harvard access to athletic facilities, libraries, campus events and many discounts throughout metro Boston.

The Harvard Medical School is not able to provide visa sponsorship for this position.

Department

Biomedical Informatics

Pre-Employment Screening

Identity

Job Function

Information Technology

Job-Specific Responsibilities

We are looking for a motivated Back-end Software Engineer to join the Department of Biomedical Informatics at Harvard Medical School, for an exciting opportunity in steering how clinical genomics data will be analyzed and annotated in a new genomics analysis platform.

Genome sequencing is becoming a routine approach for diagnosing genetic diseases, as well as discovering new disease mechanisms. As the number of patients referred to genetic screening is increasing, there is a clear need to build effective solutions to manage their data for clinical applications and discovery research.

The Clinical Genomic Analysis Platform (CGAP) at Harvard Medical School is envisioned as a scalable research and clinical web-based application for analysis, annotation, visualization, and reporting of genomic data. CGAP is developed by a multidisciplinary diverse team of clinical geneticists, bioinformatics scientists and software engineers. The working environment combines the best features of a startup (fast pace, flexibility, flat hierarchies) with those of one of the leading medical schools (excellent benefits, outstanding opportunities for learning, great resources, brand recognition).

The Back-end Software Engineer is responsible for leveraging the content and capabilities of our growing next-generation sequencing data. The scope of this role will include responsibility on data integrity, processing data at scale, serving content to the front-ends, integrations with internal and external systems, and end-to-end testing. The back-end software engineer will be working closely with other engineers, as well as computational, experimental and clinical geneticists.

School/Unit

Harvard Medical School

EEO Statement

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions, or any other characteristic protected by law.","Place","PostalAddress","Country","US","Boston","MA",,"GeoCoordinates","42.3583","-71.0603","Back-end Engineer","MonetaryAmount","USD","QuantitativeValue","127352","85604","YEAR","https://www.glassdoor.com/job-listing/back-end-engineer-harvard-medical-school-JV_IC1154532_KO0,17_KE18,40.htm?jl=3559987676"
"Organization","https://media.glassdoor.com/sqll/1181337/shipt-squarelogo-1581000671955.png","Shipt","www.shipt.com","2020-03-31"," Shipt","3.8","3512034751","Help people get what they need while earning extra income. Shipt is a marketplace that provides fresh produce, household essentials, and more from trusted local stores. There's never been a better time to join Shipt and earn on a flexible schedule.

Your role:


Accept local orders in the Shipt Shopper app
Shop and deliver orders (door drop-off options available)
Deliver a high-quality customer experience

Why choose Shipt?


Extra income: Get paid weekly, keep 100% of tips, and earn up to $22/hr or more.
Help your community: Provide a valuable service and form connections.
Flexible hours: Choose your schedule and work when its best for you.
Safety first: Door drop-off options are available no home entry required.
24/7 support: Our support team is always ready to help.
Free membership: Discover the convenience of same-day delivery for yourself.
Join the family: Meet shoppers through online groups, events, and local meetups.
Earn wherever you are: Shop around home or on the road.

Requirements:


18+ years old
Reliable vehicle (model year 1997 or newer)
Valid car insurance
Current U.S. drivers license
Fresh produce selection skills
Personal insulated cooler bag
Ability to lift 40+ pounds
Smartphone (Android or iPhone)","Place","PostalAddress","Country","US","Boston","MA","02114","GeoCoordinates","42.3606","-71.0654","Temporary Retail Shopper",,,,,,,"https://www.glassdoor.com/job-listing/temporary-retail-shopper-shipt-JV_IC1154532_KO0,24_KE25,30.htm?jl=3512034751"
"Organization","https://media.glassdoor.com/sqll/1564/kelly-services-squarelogo-1584409346713.png","Kelly","www.kellyservices.com","2020-04-22"," Kelly","3.4","3559061782","Our client, is the 6th largest financial services holding company in the United States, is currently seeking a CDO Cash Administrator for a 6 month contract (Strong likelihood of being extended/going perm). The position is located in Boston, MA.By working for our client, you will be exposed to a company that has over $10 billion dollars in revenue, is traded on NYSE, work in a fast paced corporate environment with over 65,000 employees and be an integral part to the team.

In addition to working with the world’s most recognized and trusted name in staffing, Kelly employees can expect:

-Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯ Competitive pay

-Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯ Paid holidays

-Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯ Year-end bonus program

-Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯ Recognition and incentive programs

-Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯Ã¢?Â¯ Access to continuing education via the Kelly Learning Center

Ã¢?Â¯

Hours: 9:00AM – 5:00PM EST

Pay Rate: $21.42/Hour

The Collateralized Debt Obligation Group (CDO) is a division within Corporate Trust Services. CDOs are structured finance vehicles that issue both debt and equity liabilities, with the proceeds being used to buy a portfolio of collateral. Typical types of collateral include syndicated bank loans, corporate bonds, asset-backed securities, mortgage-backed securities, and Mezzanine debt. Responsibilities include: settles bond/bank loan trades and invests excess cash as directed by the Portfolio Manager, books cash inflows/outflows to the portfolio, tracks asset attributes such as accrual information, rating, industry codes, etc., provides reports to the clients on a daily basis, and assists Analysts with reporting to the investors. Ensures 100% accuracy and timeliness of data through proper booking and reconciliation of account activity.

Basic Qualifications

- Bachelor's degree in finance or related field, or equivalent work experience

- One to two years of experience in collateral portfolios and/or mutual funds

Preferred Skills/Experience

- Strong organizational skills and detail-oriented

- Basic indenture interpretation abilities and analytical skills

- Effective verbal and written communication skills

- Ability to manage multiple tasks/projects and deadlines simultaneously

- Ability to work both independently and as a team player

- Proficient computer skills, especially Microsoft Office applications

- Some knowledge of Wallstreet Office, SEI, and CDO Suite preferred

**Important information:Ã¢?Â¯ This position is recruited for by a remote Kelly office, not your local Kelly branch.Ã¢?Â¯ If you have questions about the position, you may contact the recruiter recruiting for this position (kristen.adams@kellyservices.com), however, your resume should be uploaded via the “SUBMIT RESUME” button included within**Why Kelly®?As a worker today, its up to you to take charge of your career and look for opportunities to learn, grow, and achieve your potential. Helping you find whats next is what were all about. We know whats going on in the evolving world of workjust ask the nearly 500,000 people we employ each year. Connecting with us means getting the support, guidance, and opportunities needed to take your career where you may have never imagined.About Kelly®At Kelly, were always thinking about whats next and advising job seekers on new ways of working to reach their full potential. In fact, were a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live. Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.

Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. Equal Employment Opportunity is The Law.

#KellyGTS]]","Place","PostalAddress","Country","US","Boston","MA",,"GeoCoordinates","42.3583","-71.0603","CDO Cash Administrator",,,,,,,"https://www.glassdoor.com/job-listing/cdo-cash-administrator-kelly-JV_IC1154532_KO0,22_KE23,28.htm?jl=3559061782"
"Organization","https://media.glassdoor.com/sqll/18645/children-s-hospital-boston-squarelogo.png","Boston Children&amp;#039;s Hospital",,"2020-04-23"," Boston Children's Hospital","3.8","3560483601","Title

Clinical Assistant - Oncology/Hematology

23-Apr-2020

Department

Patient Services-Nursing

AutoReqId

55175BR

Status

Part-Time

Standard Hours per Week

36

Job Posting Description

At Boston Children’s Hospital, success is measured in patients treated, parents comforted and teams taught. It’s in discoveries made, processes perfected, and technology advanced. In major medical breakthroughs and small acts of kindness. And in colleagues who have your back and patients who have your heart. As a teaching hospital of Harvard Medical School, our reach is global and our impact is profound. Join our acclaimed Oncology/Hematology Unit, and discover how your talents can change lives. Yours included.

The Clinical Assistant will be responsible for:


Under regular supervision and following established procedures and instructions, providing basic direct care to patients as delegated by a Registered Nurse.Assisting patients with feeding and hygiene, obtaining, measuring and recording routine information such as temperature, pulse and blood pressure, and performing other related duties according to specific needs of unit.Obtaining records, files and/or results for appointments and entering related information on appropriate computer systems.Performing general office support tasks.Assisting clinician during examinations (i.e. obtaining, measuring and recording routine information such as temperature and blood pressure, and performing other related duties according to specific needs of clinic).Transporting patients, supplies and equipment as needed.Work shift: 36 hours, day/night rotation with every third weekend 12 hour shifts: 7:00 am- 7:30 pm and 7:00 pm- 7:30 am 


To qualify, you must have:


1 year CA experience, CNA certification, or Nursing Student with at least one clinical rotation.HS Diploma or equivalent.Good communication skills.The ability to work on a team.The ability to exchange information on factual matters.


Boston Children’s Hospital offers competitive compensation and unmatched benefits, including affordable health, vision and dental insurance, generous levels of time off, 403(b) Retirement Savings plan, Pension, Tuition Reimbursement and discounted rates on T-passes (50% off). Discover your best.

Boston Children’s Hospital is an Equal Opportunity / Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.

Office/Site Location

Boston

Regular, Temporary, Per Diem

Regular

Boston Children's Hospital","Place","PostalAddress","Country","US","Boston","MA","02115","GeoCoordinates","42.3583","-71.0603","Clinical Assistant - Oncology/Hematology","MonetaryAmount","USD","QuantitativeValue","44657","26803","YEAR","https://www.glassdoor.com/job-listing/clinical-assistant-oncology-hematology-boston-children-s-hospital-JV_IC1154532_KO0,38_KE39,65.htm?jl=3560483601"
"Organization","https://media.glassdoor.com/sqll/1181337/shipt-squarelogo-1581000671955.png","Shipt","www.shipt.com","2020-04-18"," Shipt","3.8","3534810146","Help people get what they need while earning extra income. Shipt is a marketplace that provides fresh produce, household essentials, and more from trusted local stores. There's never been a better time to join Shipt and earn on a flexible schedule.

Your role:


Accept local orders in the Shipt Shopper app
Shop and deliver orders (door drop-off options available)
Deliver a high-quality customer experience

Why choose Shipt?


Extra income: Get paid weekly, keep 100% of tips, and earn up to $22/hr or more.
Help your community: Provide a valuable service and form connections.
Flexible hours: Choose your schedule and work when its best for you.
Safety first: Door drop-off options are available no home entry required.
24/7 support: Our support team is always ready to help.
Free membership: Discover the convenience of same-day delivery for yourself.
Join the family: Meet shoppers through online groups, events, and local meetups.
Earn wherever you are: Shop around home or on the road.

Requirements:


18+ years old
Reliable vehicle (model year 1997 or newer)
Valid car insurance
Current U.S. drivers license
Fresh produce selection skills
Personal insulated cooler bag
Ability to lift 40+ pounds
Smartphone (Android or iPhone)","Place","PostalAddress","Country","US","Boston","MA","02127","GeoCoordinates","42.339","-71.0253","Need temporary work? Deliver with Shipt.",,,,,,,"https://www.glassdoor.com/job-listing/need-temporary-work-deliver-with-shipt-shipt-JV_IC1154532_KO0,38_KE39,44.htm?jl=3534810146"
"Organization","https://media.glassdoor.com/sqll/18645/children-s-hospital-boston-squarelogo.png","Boston Children&amp;#039;s Hospital",,"2020-04-23"," Boston Children's Hospital","3.8","3539313674","Title

Patient Experience Representative (Boston/Waltham Urology)

25-Mar-2020

Department

Urology

AutoReqId

54694BR

Status

Full-Time

Standard Hours per Week

40

Job Posting Description

At Boston Children’s Hospital, success is measured in patients treated, parents comforted and teams taught. It’s in discoveries made, processes perfected, and technology advanced. In major medical breakthroughs and small acts of kindness. And in colleagues who have your back and patients who have your heart. As a teaching hospital of Harvard Medical School, our reach is global and our impact is profound. Join our acclaimed Urology Department and discover how your talents can change lives. Yours included.

This Patient Experience Representative will be responsible for:


Scheduling multiple specialty appointments and testing for weekly clinics.Possibly assisting with billing issues related to referral authorizations and insurance.Providing positive and effective customer service that supports departmental and hospital operations.Scheduling patient encounters and procedures to coordinate within and across providers, departments, and institutions.Collaborating and communicating with referring providers and practices to facilitate management of complex patient issues. Greeting and directing patients, families and visitors.Monitoring daily schedule and patient flow to optimize resource utilization and patient experience. Communicating with clinicians and/or supervisor and routing patients/visitors to maintain efficient patient/visitor flow.Verifying, recording and processing patient demographics, insurance/payment and referral information for patient encounters. Collecting all necessary clinical documentation and information.Answering, screening and routing telephone calls. Recording and forwarding messages and triage calls for urgent information or services. Responding to requests for routine information or assistance within scope of knowledge and authority. Initiating call for emergency services as required.


To qualify, you must have:


A high school level of educational development and one to two years of previous experience such as customer service, administrative, or experience in a health care setting.The ability to communicate effectively both orally and in writing and provide empathy in difficult interpersonal situations.The ability to work with diverse internal and external constituencies and the desire to work with a challenging patient population with multiple needs.


**This position will float between Boston and Waltham**

Boston Children’s Hospital offers competitive compensation and unmatched benefits, including a flexible schedule, affordable health, vision and dental insurance, generous levels of time off, 403(b) Retirement Savings plan, Pension, Tuition Reimbursement and discounted rates on T-passes (50% off). Discover your best.

Boston Children’s Hospital is an Equal Opportunity / Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.

Office/Site Location

Boston

Regular, Temporary, Per Diem

Regular

Boston Children's Hospital","Place","PostalAddress","Country","US","Boston","MA","02115","GeoCoordinates","42.3583","-71.0603","Patient Experience Representative (Boston/Waltham Urology)","MonetaryAmount","USD","QuantitativeValue","38156","35979","YEAR","https://www.glassdoor.com/job-listing/patient-experience-representative-boston-waltham-urology-boston-children-s-hospital-JV_IC1154532_KO0,56_KE57,83.htm?jl=3539313674"
"Organization","https://media.glassdoor.com/sqll/18645/children-s-hospital-boston-squarelogo.png","Boston Children&amp;#039;s Hospital",,"2020-04-23"," Boston Children's Hospital","3.8","3560480433","Title

Patient Experience Representative (Multi Specialty ICU)

23-Apr-2020

Department

Patient Services-Nursing

AutoReqId

55174BR

Status

Full-Time

Standard Hours per Week

40

Job Posting Description

At Boston Children’s Hospital, success is measured in patients treated, parents comforted and teams taught. It’s in discoveries made, processes perfected, and technology advanced. In major medical breakthroughs and small acts of kindness. And in colleagues who have your back and patients who have your heart. As a teaching hospital of Harvard Medical School, our reach is global and our impact is profound. Join our acclaimed Patient Services -Multidisciplinary ICU department and discover how your talents can change lives. Yours included.

The Patient Experience Representative will be responsible for:


Scheduling appointments or procedures.Receiving and/or registering patients, visitors and staff for admissions.Collecting, verifying, and recording required information.Obtaining records, files and/or results for appointments/admissions and entering related information on hospital & departmental computer systems.Answering, screening and routing telephone calls.Performing general office support tasks such as opening and sorting mail, ordering supplies and maintaining logs & records.Providing positive and effective customer service that supports departmental and hospital operations


To qualify, you must have:


High school level education.1 – 2 years of previous work experience.Ability to interpret data and take appropriate action.Excellent verbal & written communication and interpersonal skills.


Schedule: 7:30 am - 4:00 pm

Boston Children’s Hospital offers competitive compensation and unmatched benefits, including a flexible schedule, affordable health, vision and dental insurance, generous levels of time off, 403(b) Retirement Savings plan, Pension, Tuition Reimbursement, and discounted rates on T-passes (50% off). Discover your best.

Boston Children’s Hospital is an Equal Opportunity / Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.

Office/Site Location

Boston

Regular, Temporary, Per Diem

Regular

Boston Children's Hospital","Place","PostalAddress","Country","US","Boston","MA","02115","GeoCoordinates","42.3583","-71.0603","Patient Experience Representative (Multi Specialty ICU)","MonetaryAmount","USD","QuantitativeValue","39735","19018","YEAR","https://www.glassdoor.com/job-listing/patient-experience-representative-multi-specialty-icu-boston-children-s-hospital-JV_IC1154532_KO0,53_KE54,80.htm?jl=3560480433"
"Organization",,"Kala Pharmaceuticals",,"2020-03-27"," Kala Pharmaceuticals",,"3507904377","Company Description
Kala is a biopharmaceutical company focused on the discovery, development and commercialization of innovative therapies for diseases of the eye. Kala has applied its AMPPLIFYTM mucus penetrating particle Drug Delivery Technology to a corticosteroid, loteprednol etabonate (LE), designed for ocular applications, resulting in the January 2019 launch of INVELTYS® (loteprednol etabonate ophthalmic suspension) 1% and its investigational product candidate, EYSUVIS TM (loteprednol etabonate ophthalmic suspension) 0.25%, which is being studied for the temporary relief of the signs and symptoms of dry eye disease.
Job Description
We are seeking a Manager or Senior Manager or Commercial Analytics to join our passionate and highly motivated team! This is an opportunity for the right individual to provide actionable analytics and insights to drive key business decisions.
Key Responsibilities for this role will include:

Collaborate with Sales, Marketing, and Market Access on analytics and reports
Update INVELTYS and Dry Eye forecast models with latest assumptions and lead Quarterly Forecast meetings with Marketing and Finance
Market Research Project lead for Positioning, Messaging, Creative Concept Testing, Core Sales Aid Testing, Competitive Readiness / Objection-Handling with both HCPs and Patients
Ensure learnings from market research are incorporated into our latest forecast assumptions and work closely with Marketing and Finance on model updates
Develop screeners, surveys, discussion guides, and connect insights from research to meet business needs
Lead flexible launch tracking surveys with core KPIs, TPP testing, detailed patient profiling, competitive assessment, hot topics, and messaging metrics
Point person for day to day activities with market research vendors
Organize reports and presentations on the latest market assessments and issues
Partner with marketing to ensure projects and materials are aligned with strategic objectives

Qualifications
Our ideal candidate will have:

BA/MS Mathematics, Statistics, Analytical field of study
4 - 6 years related experience
Excellent communication skills (verbal and written)
Ability to manage competing priorities with deadlines
Ability to adapt quickly and learn new tasks independently
Pharmaceutical or Life Science company experience

Additional Information
All your information will be kept confidential according to EEO guidelines.","Place","PostalAddress","Country","US","Watertown","MA","02472","GeoCoordinates","42.3713","-71.1804","Manager / Senior Manager, Commercial Analytics",,,,,,,"https://www.glassdoor.com/job-listing/manager-senior-manager-commercial-analytics-kala-pharmaceuticals-JV_IC1154705_KO0,43_KE44,64.htm?jl=3507904377"
